CALENDAR DATE,CALENDAR TIME,SYMBOL,LAST PRICE,LAST SHARES,LAST PRICE
7/24/2009,40018.14934,F2 CL\U09,67.07,1,0
7/24/2009,40018.14934,F2 CL\U09,67.07,1,0
7/24/2009,40018.15629,F2 CL\U09,67.16,1,0
7/24/2009,40018.15629,F2 CL\U09,67.16,1,0
7/24/2009,40018.17365,F2 CL\U09,67.38,1,1
7/24/2009,40018.17713,F2 CL\U09,67.57,1,1
7/24/2009,40018.17713,F2 CL\U09,67.59,1,1
7/24/2009,40018.18407,F2 CL\U09,67.62,1,1
7/24/2009,40018.18753,F2 CL\U09,67.47,1,0
7/24/2009,40018.18753,F2 CL\U09,67.46,1,0
7/24/2009,40018.18753,F2 CL\U09,67.46,2,0
7/24/2009,40018.19101,F2 CL\U09,67.51,1,1
7/24/2009,40018.19795,F2 CL\U09,67.5,2,0
7/24/2009,40018.20489,F2 CL\U09,67.47,1,0
7/24/2009,40018.20838,F2 CL\U09,67.51,1,1
7/24/2009,40018.20838,F2 CL\U09,67.52,2,1
7/24/2009,40018.21184,F2 CL\U09,67.6,2,0
7/24/2009,40018.21533,F2 CL\U09,67.62,1,1
7/24/2009,40018.21533,F2 CL\U09,67.63,1,1
7/24/2009,40018.21533,F2 CL\U09,67.63,1,1
7/24/2009,40018.21533,F2 CL\U09,67.63,1,1
7/24/2009,40018.21879,F2 CL\U09,67.36,1,0
7/24/2009,40018.21879,F2 CL\U09,67.36,1,0
7/24/2009,40018.22226,F2 CL\U09,67.22,1,1
7/24/2009,40018.22226,F2 CL\U09,67.23,1,1
7/24/2009,40018.22226,F2 CL\U09,67.23,1,1
7/24/2009,40018.22226,F2 CL\U09,67.23,1,1
7/24/2009,40018.22573,F2 CL\U09,67.31,1,0
7/24/2009,40018.25352,F2 CL\U09,67.42,1,0
7/24/2009,40018.25352,F2 CL\U09,67.42,1,0
7/24/2009,40018.25352,F2 CL\U09,67.42,1,0
7/24/2009,40018.25352,F2 CL\U09,67.42,1,0
7/24/2009,40018.25697,F2 CL\U09,67.42,1,0
7/24/2009,40018.26045,F2 CL\U09,67.48,1,1
7/24/2009,40018.26393,F2 CL\U09,67.53,1,1
7/24/2009,40018.27088,F2 CL\U09,67.37,4,0
7/24/2009,40018.27434,F2 CL\U09,67.32,3,1
7/24/2009,40018.27782,F2 CL\U09,67.3,2,1
7/24/2009,40018.28128,F2 CL\U09,67.33,1,0
7/24/2009,40018.28128,F2 CL\U09,67.33,4,0
7/24/2009,40018.28476,F2 CL\U09,67.33,1,1
7/24/2009,40018.28476,F2 CL\U09,67.33,1,1
7/24/2009,40018.28476,F2 CL\U09,67.33,1,1
7/24/2009,40018.28823,F2 CL\U09,67.32,1,0
7/24/2009,40018.28823,F2 CL\U09,67.32,1,0
7/24/2009,40018.29171,F2 CL\U09,67.24,1,1
7/24/2009,40018.29171,F2 CL\U09,67.25,1,1
7/24/2009,40018.29171,F2 CL\U09,67.25,1,1
7/24/2009,40018.29171,F2 CL\U09,67.25,1,1
7/24/2009,40018.29171,F2 CL\U09,67.25,1,1
7/24/2009,40018.29171,F2 CL\U09,67.26,1,1
7/24/2009,40018.29517,F2 CL\U09,67.33,1,0
7/24/2009,40018.29517,F2 CL\U09,67.33,1,0
7/24/2009,40018.29517,F2 CL\U09,67.33,1,0
7/24/2009,40018.29865,F2 CL\U09,67.31,1,1
7/24/2009,40018.29865,F2 CL\U09,67.31,2,1
7/24/2009,40018.30212,F2 CL\U09,67.3,1,0
7/24/2009,40018.30212,F2 CL\U09,67.3,1,0
7/24/2009,40018.30212,F2 CL\U09,67.3,1,0
7/24/2009,40018.30906,F2 CL\U09,67.29,2,1
7/24/2009,40018.30906,F2 CL\U09,67.29,1,1
7/24/2009,40018.32295,F2 CL\U09,66.95,1,1
7/24/2009,40018.32996,F2 CL\U09,67.16,2,0
7/24/2009,40018.32996,F2 CL\U09,67.16,3,0
7/24/2009,40018.33337,F2 CL\U09,67.1,1,1
7/24/2009,40018.33337,F2 CL\U09,67.1,1,1
7/24/2009,40018.33337,F2 CL\U09,67.1,1,1
7/24/2009,40018.33337,F2 CL\U09,67.1,1,1
7/24/2009,40018.34032,F2 CL\U09,66.82,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35607,F2 CL\U09,66.95,1,0
7/24/2009,40018.35607,F2 CL\U09,66.95,3,0
7/24/2009,40018.36137,F2 CL\U09,67.22,2,0
7/24/2009,40018.37853,F2 CL\U09,66.98,1,1
7/24/2009,40018.37853,F2 CL\U09,66.98,1,1
7/24/2009,40018.38546,F2 CL\U09,67.11,1,0
7/24/2009,40018.38546,F2 CL\U09,67.11,1,0
7/24/2009,40018.38546,F2 CL\U09,67.11,2,0
7/24/2009,40018.38546,F2 CL\U09,67.11,2,0
7/24/2009,40018.38892,F2 CL\U09,67.02,4,1
7/24/2009,40018.3994,F2 CL\U09,67.2,1,0
7/24/2009,40018.40281,F2 CL\U09,67.13,1,0
7/24/2009,40018.40281,F2 CL\U09,67.13,2,0
7/24/2009,40018.40721,F2 CL\U09,67.42,1,1
7/24/2009,40018.40977,F2 CL\U09,67.24,4,1
7/24/2009,40018.41324,F2 CL\U09,67.16,1,0
7/24/2009,40018.41324,F2 CL\U09,67.16,1,0
7/24/2009,40018.41324,F2 CL\U09,67.16,1,0
7/24/2009,40018.41324,F2 CL\U09,67.16,1,0
7/24/2009,40018.4167,F2 CL\U09,66.89,1,1
7/24/2009,40018.4167,F2 CL\U09,66.89,1,1
7/24/2009,40018.4167,F2 CL\U09,66.89,1,1
7/24/2009,40018.4167,F2 CL\U09,66.89,1,1
7/24/2009,40018.42018,F2 CL\U09,66.75,2,1
7/24/2009,40018.42018,F2 CL\U09,66.75,1,1
7/24/2009,40018.42018,F2 CL\U09,66.75,1,1
7/24/2009,40018.42712,F2 CL\U09,66.9,1,0
7/24/2009,40018.42712,F2 CL\U09,66.9,2,0
7/24/2009,40018.4306,F2 CL\U09,66.93,1,0
7/24/2009,40018.43406,F2 CL\U09,67.01,1,0
7/24/2009,40018.44449,F2 CL\U09,66.92,1,1
7/24/2009,40018.44449,F2 CL\U09,66.92,1,1
7/24/2009,40018.44795,F2 CL\U09,66.92,1,0
7/24/2009,40018.45143,F2 CL\U09,67.07,1,0
7/24/2009,40018.4549,F2 CL\U09,67,1,1
7/24/2009,40018.4549,F2 CL\U09,67,1,1
7/24/2009,40018.46186,F2 CL\U09,67.07,1,0
7/24/2009,40018.46186,F2 CL\U09,67.06,1,0
7/24/2009,40018.47226,F2 CL\U09,67.43,1,0
7/24/2009,40018.47226,F2 CL\U09,67.43,1,0
7/24/2009,40018.47226,F2 CL\U09,67.43,1,0
7/24/2009,40018.47574,F2 CL\U09,67.43,1,0
7/24/2009,40018.48267,F2 CL\U09,67.26,1,1
7/24/2009,40018.48267,F2 CL\U09,67.26,1,1
7/24/2009,40018.48267,F2 CL\U09,67.26,1,1
7/24/2009,40018.48267,F2 CL\U09,67.26,1,1
7/24/2009,40018.4931,F2 CL\U09,67.35,1,0
7/24/2009,40018.4931,F2 CL\U09,67.35,1,0
7/24/2009,40018.4931,F2 CL\U09,67.35,1,0
7/24/2009,40018.50005,F2 CL\U09,67.55,1,1
7/24/2009,40018.50005,F2 CL\U09,67.55,1,1
7/24/2009,40018.50005,F2 CL\U09,67.55,1,1
7/24/2009,40018.50357,F2 CL\U09,67.4,1,0
7/24/2009,40018.50515,F2 CL\U09,67.4,1,0
7/24/2009,40018.50515,F2 CL\U09,67.4,1,0
7/24/2009,40018.51393,F2 CL\U09,67.22,3,1
7/24/2009,40018.51741,F2 CL\U09,67.28,1,0
7/24/2009,40018.52087,F2 CL\U09,67.36,1,0
7/24/2009,40018.52088,F2 CL\U09,67.36,1,0
7/24/2009,40018.52088,F2 CL\U09,67.36,1,0
7/24/2009,40018.54171,F2 CL\U09,67.39,1,0
7/24/2009,40018.54171,F2 CL\U09,67.39,1,0
7/24/2009,40018.54171,F2 CL\U09,67.38,1,0
7/24/2009,40018.54865,F2 CL\U09,67.37,1,1
7/24/2009,40018.54865,F2 CL\U09,67.37,1,1
7/24/2009,40018.54865,F2 CL\U09,67.37,1,1
7/24/2009,40018.5556,F2 CL\U09,67.53,1,1
7/24/2009,40018.5556,F2 CL\U09,67.54,1,1
7/24/2009,40018.5556,F2 CL\U09,67.54,1,1
7/24/2009,40018.56263,F2 CL\U09,67.64,1,1
7/24/2009,40018.56601,F2 CL\U09,67.87,1,1
7/24/2009,40018.56949,F2 CL\U09,67.87,1,0
7/24/2009,40018.57299,F2 CL\U09,67.76,2,0
7/24/2009,40018.57643,F2 CL\U09,67.9,1,1
7/24/2009,40018.57643,F2 CL\U09,67.9,1,1
7/24/2009,40018.58337,F2 CL\U09,68.08,1,0
7/24/2009,40018.59379,F2 CL\U09,68.08,1,0
7/24/2009,40018.59736,F2 CL\U09,67.97,3,0
7/24/2009,40018.60198,F2 CL\U09,67.99,1,0
7/24/2009,40018.6042,F2 CL\U09,68.04,4,1
7/24/2009,40018.60768,F2 CL\U09,67.9,3,0
7/24/2009,40018.60768,F2 CL\U09,67.9,1,0
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61463,F2 CL\U09,67.92,3,0
7/24/2009,40018.6181,F2 CL\U09,67.93,1,1
7/24/2009,40018.62157,F2 CL\U09,67.88,1,0
7/24/2009,40018.62505,F2 CL\U09,67.97,1,1
7/24/2009,40018.63198,F2 CL\U09,67.84,1,0
7/24/2009,40018.63546,F2 CL\U09,67.95,1,1
7/24/2009,40018.64588,F2 CL\U09,68.02,1,1
7/24/2009,40018.66323,F2 CL\U09,68.11,1,1
7/24/2009,40018.66687,F2 CL\U09,68.08,1,0
7/24/2009,40018.67018,F2 CL\U09,68.15,1,1
7/24/2009,40018.67713,F2 CL\U09,68.06,1,0
7/24/2009,40018.67713,F2 CL\U09,68.06,2,0
7/27/2009,40021.10767,F2 CL\U09,68.91,1,0
7/27/2009,40021.12853,F2 CL\U09,68.85,1,0
7/27/2009,40021.12853,F2 CL\U09,68.85,1,0
7/27/2009,40021.13198,F2 CL\U09,68.81,1,0
7/27/2009,40021.13892,F2 CL\U09,68.83,1,1
7/27/2009,40021.13892,F2 CL\U09,68.83,1,1
7/27/2009,40021.13892,F2 CL\U09,68.84,1,1
7/27/2009,40021.14239,F2 CL\U09,68.75,1,0
7/27/2009,40021.14239,F2 CL\U09,68.74,1,0
7/27/2009,40021.14239,F2 CL\U09,68.74,1,0
7/27/2009,40021.14239,F2 CL\U09,68.74,2,0
7/27/2009,40021.14934,F2 CL\U09,68.76,3,1
7/27/2009,40021.15281,F2 CL\U09,68.68,2,0
7/27/2009,40021.15975,F2 CL\U09,68.57,1,1
7/27/2009,40021.15975,F2 CL\U09,68.57,1,1
7/27/2009,40021.15975,F2 CL\U09,68.57,1,1
7/27/2009,40021.15975,F2 CL\U09,68.57,1,1
7/27/2009,40021.15975,F2 CL\U09,68.57,2,1
7/27/2009,40021.16698,F2 CL\U09,68.72,1,0
7/27/2009,40021.16704,F2 CL\U09,68.72,1,0
7/27/2009,40021.16705,F2 CL\U09,68.72,1,0
7/27/2009,40021.16706,F2 CL\U09,68.72,1,0
7/27/2009,40021.17364,F2 CL\U09,68.63,1,0
7/27/2009,40021.18765,F2 CL\U09,68.61,1,1
7/27/2009,40021.18766,F2 CL\U09,68.61,1,1
7/27/2009,40021.18766,F2 CL\U09,68.61,1,1
7/27/2009,40021.18766,F2 CL\U09,68.61,1,1
7/27/2009,40021.18766,F2 CL\U09,68.61,1,1
7/27/2009,40021.19101,F2 CL\U09,68.63,1,0
7/27/2009,40021.19101,F2 CL\U09,68.63,1,0
7/27/2009,40021.19101,F2 CL\U09,68.63,1,0
7/27/2009,40021.19101,F2 CL\U09,68.63,1,0
7/27/2009,40021.19101,F2 CL\U09,68.63,1,0
7/27/2009,40021.19448,F2 CL\U09,68.64,1,1
7/27/2009,40021.19448,F2 CL\U09,68.64,1,1
7/27/2009,40021.19795,F2 CL\U09,68.7,1,0
7/27/2009,40021.21532,F2 CL\U09,68.63,1,0
7/27/2009,40021.21879,F2 CL\U09,68.67,1,0
7/27/2009,40021.22225,F2 CL\U09,68.71,1,1
7/27/2009,40021.22225,F2 CL\U09,68.7,1,1
7/27/2009,40021.22921,F2 CL\U09,68.67,1,0
7/27/2009,40021.23268,F2 CL\U09,68.59,2,1
7/27/2009,40021.23268,F2 CL\U09,68.6,1,1
7/27/2009,40021.23268,F2 CL\U09,68.6,1,1
7/27/2009,40021.23268,F2 CL\U09,68.6,1,1
7/27/2009,40021.23647,F2 CL\U09,68.64,1,0
7/27/2009,40021.23647,F2 CL\U09,68.64,4,0
7/27/2009,40021.24656,F2 CL\U09,68.59,1,1
7/27/2009,40021.24656,F2 CL\U09,68.59,1,1
7/27/2009,40021.24656,F2 CL\U09,68.59,3,1
7/27/2009,40021.26393,F2 CL\U09,68.51,1,1
7/27/2009,40021.26393,F2 CL\U09,68.51,1,1
7/27/2009,40021.2674,F2 CL\U09,68.54,1,0
7/27/2009,40021.2674,F2 CL\U09,68.54,1,0
7/27/2009,40021.2674,F2 CL\U09,68.54,1,0
7/27/2009,40021.27087,F2 CL\U09,68.53,1,1
7/27/2009,40021.27434,F2 CL\U09,68.55,1,0
7/27/2009,40021.27781,F2 CL\U09,68.6,2,0
7/27/2009,40021.28823,F2 CL\U09,68.56,1,0
7/27/2009,40021.29518,F2 CL\U09,68.64,1,1
7/27/2009,40021.29518,F2 CL\U09,68.64,1,1
7/27/2009,40021.30212,F2 CL\U09,68.61,1,0
7/27/2009,40021.31253,F2 CL\U09,68.7,1,0
7/27/2009,40021.31601,F2 CL\U09,68.66,1,1
7/27/2009,40021.31601,F2 CL\U09,68.66,1,1
7/27/2009,40021.32295,F2 CL\U09,68.6,1,0
7/27/2009,40021.32295,F2 CL\U09,68.59,1,0
7/27/2009,40021.32643,F2 CL\U09,68.63,1,1
7/27/2009,40021.32643,F2 CL\U09,68.63,1,1
7/27/2009,40021.3299,F2 CL\U09,68.7,1,0
7/27/2009,40021.33338,F2 CL\U09,68.67,1,1
7/27/2009,40021.33684,F2 CL\U09,68.5,1,0
7/27/2009,40021.33684,F2 CL\U09,68.5,1,0
7/27/2009,40021.34032,F2 CL\U09,68.32,1,1
7/27/2009,40021.34032,F2 CL\U09,68.32,1,1
7/27/2009,40021.34034,F2 CL\U09,68.32,7,1
7/27/2009,40021.34726,F2 CL\U09,68.28,1,1
7/27/2009,40021.35073,F2 CL\U09,68.32,2,0
7/27/2009,40021.35421,F2 CL\U09,68.13,1,1
7/27/2009,40021.35421,F2 CL\U09,68.13,1,1
7/27/2009,40021.36462,F2 CL\U09,68.37,1,0
7/27/2009,40021.36462,F2 CL\U09,68.37,1,0
7/27/2009,40021.36809,F2 CL\U09,68.28,1,1
7/27/2009,40021.37157,F2 CL\U09,68.33,1,0
7/27/2009,40021.37503,F2 CL\U09,68.46,1,0
7/27/2009,40021.37503,F2 CL\U09,68.46,1,0
7/27/2009,40021.37503,F2 CL\U09,68.45,1,0
7/27/2009,40021.37503,F2 CL\U09,68.45,1,0
7/27/2009,40021.37503,F2 CL\U09,68.45,1,0
7/27/2009,40021.37851,F2 CL\U09,68.59,1,0
7/27/2009,40021.37851,F2 CL\U09,68.58,1,0
7/27/2009,40021.38895,F2 CL\U09,68.44,1,1
7/27/2009,40021.38895,F2 CL\U09,68.44,1,1
7/27/2009,40021.39594,F2 CL\U09,68.27,6,1
7/27/2009,40021.4029,F2 CL\U09,68.08,1,0
7/27/2009,40021.4029,F2 CL\U09,68.08,1,0
7/27/2009,40021.4029,F2 CL\U09,68.08,1,0
7/27/2009,40021.40645,F2 CL\U09,68,1,1
7/27/2009,40021.41117,F2 CL\U09,67.88,2,1
7/27/2009,40021.4202,F2 CL\U09,68.42,1,0
7/27/2009,40021.4202,F2 CL\U09,68.42,1,0
7/27/2009,40021.4202,F2 CL\U09,68.42,1,0
7/27/2009,40021.4202,F2 CL\U09,68.42,1,0
7/27/2009,40021.42367,F2 CL\U09,68.32,3,1
7/27/2009,40021.42717,F2 CL\U09,67.96,1,0
7/27/2009,40021.43063,F2 CL\U09,68,1,1
7/27/2009,40021.44449,F2 CL\U09,67.74,1,1
7/27/2009,40021.45143,F2 CL\U09,68,1,0
7/27/2009,40021.45143,F2 CL\U09,68,1,0
7/27/2009,40021.4688,F2 CL\U09,68.19,1,1
7/27/2009,40021.47577,F2 CL\U09,68.2,1,1
7/27/2009,40021.47928,F2 CL\U09,68.19,1,0
7/27/2009,40021.48268,F2 CL\U09,68.29,1,1
7/27/2009,40021.48615,F2 CL\U09,68.14,1,0
7/27/2009,40021.4923,F2 CL\U09,68.19,1,1
7/27/2009,40021.4931,F2 CL\U09,68.11,4,0
7/27/2009,40021.4931,F2 CL\U09,68.11,1,0
7/27/2009,40021.49661,F2 CL\U09,68.2,5,1
7/27/2009,40021.50005,F2 CL\U09,68.13,1,0
7/27/2009,40021.50005,F2 CL\U09,68.13,1,0
7/27/2009,40021.50005,F2 CL\U09,68.13,1,0
7/27/2009,40021.50005,F2 CL\U09,68.13,1,0
7/27/2009,40021.50005,F2 CL\U09,68.13,1,0
7/27/2009,40021.50698,F2 CL\U09,68.15,5,1
7/27/2009,40021.52436,F2 CL\U09,68.03,3,0
7/27/2009,40021.52436,F2 CL\U09,68.03,2,0
7/27/2009,40021.53477,F2 CL\U09,67.94,1,1
7/27/2009,40021.53477,F2 CL\U09,67.94,2,1
7/27/2009,40021.54518,F2 CL\U09,67.87,1,1
7/27/2009,40021.54518,F2 CL\U09,67.87,1,1
7/27/2009,40021.54518,F2 CL\U09,67.87,1,1
7/27/2009,40021.55213,F2 CL\U09,67.87,1,0
7/27/2009,40021.55592,F2 CL\U09,67.85,1,1
7/27/2009,40021.56103,F2 CL\U09,67.91,4,0
7/27/2009,40021.5662,F2 CL\U09,68.03,2,0
7/27/2009,40021.5662,F2 CL\U09,68.03,1,0
7/27/2009,40021.56949,F2 CL\U09,68.15,2,1
7/27/2009,40021.56949,F2 CL\U09,68.15,1,1
7/27/2009,40021.56949,F2 CL\U09,68.15,2,1
7/27/2009,40021.57315,F2 CL\U09,68.09,3,0
7/27/2009,40021.57315,F2 CL\U09,68.09,2,0
7/27/2009,40021.57648,F2 CL\U09,68.24,4,1
7/27/2009,40021.57652,F2 CL\U09,68.24,1,1
7/27/2009,40021.59727,F2 CL\U09,68.45,1,0
7/27/2009,40021.59727,F2 CL\U09,68.45,1,0
7/27/2009,40021.60074,F2 CL\U09,68.41,1,0
7/27/2009,40021.60421,F2 CL\U09,68.36,2,1
7/27/2009,40021.60421,F2 CL\U09,68.36,2,1
7/27/2009,40021.64588,F2 CL\U09,68.27,1,0
7/27/2009,40021.67018,F2 CL\U09,68.32,1,1
7/27/2009,40021.67451,F2 CL\U09,68.3,1,0
7/27/2009,40021.67724,F2 CL\U09,68.32,1,1
7/27/2009,40021.6806,F2 CL\U09,68.24,1,0
7/27/2009,40021.68755,F2 CL\U09,68.21,1,0
7/27/2009,40021.68841,F2 CL\U09,68.21,1,0
7/27/2009,40021.70247,F2 CL\U09,68.19,3,0
7/28/2009,40022.25703,F2 CL\U09,68.33,1,1
7/28/2009,40022.25706,F2 CL\U09,68.33,1,1
7/28/2009,40022.26055,F2 CL\U09,68.39,1,1
7/28/2009,40022.27087,F2 CL\U09,68.28,1,1
7/28/2009,40022.27622,F2 CL\U09,68.36,1,0
7/28/2009,40022.28131,F2 CL\U09,68.28,1,1
7/28/2009,40022.28477,F2 CL\U09,68.32,1,0
7/28/2009,40022.29865,F2 CL\U09,68.29,1,1
7/28/2009,40022.30211,F2 CL\U09,68.29,2,0
7/28/2009,40022.30559,F2 CL\U09,68.16,1,0
7/28/2009,40022.31948,F2 CL\U09,68.02,1,0
7/28/2009,40022.32644,F2 CL\U09,67.94,1,1
7/28/2009,40022.33337,F2 CL\U09,67.69,2,1
7/28/2009,40022.33687,F2 CL\U09,67.69,1,1
7/28/2009,40022.34031,F2 CL\U09,67.81,1,0
7/28/2009,40022.34726,F2 CL\U09,67.8,1,1
7/28/2009,40022.35074,F2 CL\U09,67.74,1,1
7/28/2009,40022.35421,F2 CL\U09,67.6,1,0
7/28/2009,40022.35799,F2 CL\U09,67.74,1,0
7/28/2009,40022.3612,F2 CL\U09,67.65,1,1
7/28/2009,40022.36463,F2 CL\U09,67.8,1,0
7/28/2009,40022.37156,F2 CL\U09,67.89,1,0
7/28/2009,40022.37156,F2 CL\U09,67.89,1,0
7/28/2009,40022.37156,F2 CL\U09,67.89,1,0
7/28/2009,40022.37583,F2 CL\U09,67.93,1,0
7/28/2009,40022.37583,F2 CL\U09,67.93,1,0
7/28/2009,40022.38578,F2 CL\U09,67.85,2,1
7/28/2009,40022.38893,F2 CL\U09,67.65,1,1
7/28/2009,40022.38898,F2 CL\U09,67.65,1,1
7/28/2009,40022.38932,F2 CL\U09,67.65,1,1
7/28/2009,40022.38936,F2 CL\U09,67.65,1,1
7/28/2009,40022.3924,F2 CL\U09,67.38,3,0
7/28/2009,40022.39587,F2 CL\U09,67.21,1,1
7/28/2009,40022.39587,F2 CL\U09,67.21,1,1
7/28/2009,40022.40281,F2 CL\U09,67.5,1,0
7/28/2009,40022.40281,F2 CL\U09,67.5,1,0
7/28/2009,40022.40281,F2 CL\U09,67.5,1,0
7/28/2009,40022.42023,F2 CL\U09,67.33,1,1
7/28/2009,40022.42023,F2 CL\U09,67.33,1,1
7/28/2009,40022.42365,F2 CL\U09,66.87,1,1
7/28/2009,40022.42714,F2 CL\U09,66.68,1,0
7/28/2009,40022.42715,F2 CL\U09,66.68,1,0
7/28/2009,40022.4306,F2 CL\U09,66.72,2,1
7/28/2009,40022.43786,F2 CL\U09,66.65,3,0
7/28/2009,40022.44796,F2 CL\U09,66.88,2,1
7/28/2009,40022.44796,F2 CL\U09,66.88,1,1
7/28/2009,40022.45142,F2 CL\U09,66.95,2,0
7/28/2009,40022.45837,F2 CL\U09,67.04,1,0
7/28/2009,40022.46185,F2 CL\U09,66.92,1,1
7/28/2009,40022.46532,F2 CL\U09,66.72,3,1
7/28/2009,40022.46897,F2 CL\U09,66.72,1,0
7/28/2009,40022.4731,F2 CL\U09,66.95,1,0
7/28/2009,40022.4731,F2 CL\U09,66.95,3,0
7/28/2009,40022.47573,F2 CL\U09,66.87,2,1
